,HomeTeam,AwayTeam,FTR,pastHS,pastHC,pastAS,pastAC,pastHG,pastAG,HAS,HDS,AAS,ADS,Result,pastCornerDiff,pastGoalDiff,pastShotsDiff
0,Celta,Malaga,A,0.0,0.0,0.0,0.0,0.0,0.0,0.8664495114006514,1.10050022737608,0.9276944065484309,1.009771986970684,-1,0.0,0.0,0.0
1,Mallorca,Espanol,H,0.0,0.0,0.0,0.0,0.0,0.0,0.16938110749185667,0.27285129604365616,0.1546157344247385,0.27361563517915305,1,0.0,0.0,0.0
2,Sevilla,Getafe,H,0.0,0.0,0.0,0.0,0.0,0.0,1.244299674267101,0.8367439745338789,1.1095952705775352,1.029315960912052,1,0.0,0.0,0.0
3,Ath Bilbao,Betis,A,0.0,0.0,0.0,0.0,0.0,0.0,1.0618892508143323,0.9095043201455206,0.9004092769440655,0.8469055374592833,-1,0.0,0.0,0.0
4,Barcelona,Sociedad,H,0.0,0.0,0.0,0.0,0.0,0.0,2.0716612377850163,0.6366530241018644,2.100954979536153,0.5732899022801302,1,0.0,0.0,0.0
5,Levante,Ath Madrid,D,0.0,0.0,0.0,0.0,0.0,0.0,0.5667752442996742,0.8913142337426102,0.5366075488858572,0.9055374592833876,0,0.0,0.0,0.0
6,Real Madrid,Valencia,D,0.0,0.0,0.0,0.0,0.0,0.0,2.039087947882736,0.8094588449295134,2.0554797635288766,0.6775244299674267,0,0.0,0.0,0.0
7,La Coruna,Osasuna,H,0.0,0.0,0.0,0.0,0.0,0.0,0.6123778501628664,1.0277398817644383,0.66393815370623,0.9055374592833876,1,0.0,0.0,0.0
8,Vallecano,Granada,H,0.0,0.0,0.0,0.0,0.0,0.0,0.7166123778501627,1.0914051841746246,0.7639836289222373,1.0879478827361564,1,0.0,0.0,0.0
9,Zaragoza,Valladolid,A,0.0,0.0,0.0,0.0,0.0,0.0,0.14983713355048858,0.24556616643929055,0.12733060482037287,0.2280130293159609,-1,0.0,0.0,0.0
10,Betis,Vallecano,A,5.666666666666667,3.6666666666666665,4.666666666666667,1.0,1.6666666666666667,0.3333333333333333,0.5602605863192182,0.8731241473396998,0.7276034561164164,0.9902280130293158,-1,0.8888888888888888,0.4444444444444445,1.777777777777778
11,Espanol,Zaragoza,A,5.666666666666667,2.3333333333333335,2.3333333333333335,1.3333333333333333,0.3333333333333333,0.0,0.7882736156351792,1.10050022737608,0.882219190541155,1.0162866449511399,-1,0.3333333333333334,0.1111111111111111,1.888888888888889
12,Malaga,Mallorca,D,5.666666666666667,2.6666666666666665,4.333333333333333,2.3333333333333335,0.3333333333333333,0.6666666666666666,0.9185667752442996,0.882219190541155,0.7276034561164164,0.8794788273615635,0,0.11111111111111101,-0.1111111111111111,1.6666666666666667
13,Sociedad,Celta,H,6.0,3.0,5.333333333333333,2.6666666666666665,0.3333333333333333,0.0,1.042345276872964,0.9640745793542518,1.0732150977717143,0.9641693811074917,1,0.11111111111111116,0.1111111111111111,2.0
14,Getafe,Real Madrid,H,5.333333333333333,2.6666666666666665,1.6666666666666667,4.0,0.3333333333333333,0.3333333333333333,0.5472312703583061,0.8094588449295134,0.5820827648931332,0.996742671009772,1,-0.4444444444444445,0.0,1.6666666666666667
15,Granada,Sevilla,D,5.333333333333333,1.0,3.3333333333333335,2.6666666666666665,0.0,0.6666666666666666,0.6123778501628664,1.10050022737608,0.7185084129149613,1.3159609120521172,0,-0.5555555555555555,-0.2222222222222222,1.5555555555555554
16,Osasuna,Barcelona,A,3.3333333333333335,1.6666666666666667,1.6666666666666667,3.0,0.0,1.6666666666666667,0.37785016286644946,0.709413369713506,0.4274670304683947,0.8013029315960912,-1,-0.4444444444444444,-0.5555555555555556,0.5555555555555556
17,Valencia,La Coruna,D,8.0,4.0,3.6666666666666665,1.6666666666666667,0.3333333333333333,0.6666666666666666,1.1400651465798046,1.009549795361528,1.0368349249658935,0.8990228013029316,0,0.7777777777777777,-0.1111111111111111,2.444444444444444
18,Ath Madrid,Ath Bilbao,H,2.0,1.0,4.333333333333333,3.6666666666666665,0.3333333333333333,1.0,1.3224755700325734,0.4820372896771259,1.236925875397908,0.501628664495114,1,-0.8888888888888888,-0.22222222222222224,0.3333333333333333
19,Valladolid,Levante,H,3.6666666666666665,1.3333333333333333,3.6666666666666665,1.0,0.3333333333333333,0.3333333333333333,0.31921824104234525,0.39108685766257384,0.34561164165529784,0.4885993485342019,1,0.11111111111111109,0.0,1.111111111111111
20,Celta,Osasuna,H,10.333333333333334,5.0,8.333333333333334,3.0,0.3333333333333333,0.3333333333333333,0.8664495114006514,1.10050022737608,0.9276944065484309,1.009771986970684,1,0.6666666666666666,0.0,3.3333333333333335
21,La Coruna,Getafe,D,8.0,2.3333333333333335,10.0,3.6666666666666665,1.6666666666666667,1.0,0.6123778501628664,1.0277398817644383,0.66393815370623,0.9055374592833876,0,-0.44444444444444436,0.22222222222222224,2.3333333333333335
22,Mallorca,Sociedad,H,10.333333333333334,7.0,10.666666666666666,5.333333333333333,1.0,1.0,0.16938110749185667,0.27285129604365616,0.1546157344247385,0.27361563517915305,1,0.5555555555555557,0.0,3.111111111111111
23,Zaragoza,Malaga,A,5.333333333333333,3.0,8.666666666666666,7.333333333333333,0.6666666666666666,0.6666666666666666,0.14983713355048858,0.24556616643929055,0.12733060482037287,0.2280130293159609,-1,-1.4444444444444444,0.0,1.5555555555555554
24,Ath Bilbao,Valladolid,H,12.0,7.0,6.333333333333333,3.6666666666666665,1.0,1.0,1.0618892508143323,0.9095043201455206,0.9004092769440655,0.8469055374592833,1,1.1111111111111112,0.0,3.6666666666666665
25,Barcelona,Valencia,H,7.333333333333333,4.333333333333333,12.333333333333334,4.666666666666667,2.3333333333333335,1.3333333333333333,2.0716612377850163,0.6366530241018644,2.100954979536153,0.5732899022801302,1,-0.11111111111111131,0.3333333333333334,2.0
26,Levante,Espanol,H,8.666666666666666,3.3333333333333335,9.0,4.0,0.3333333333333333,0.6666666666666666,0.5667752442996742,0.8913142337426102,0.5366075488858572,0.9055374592833876,1,-0.22222222222222218,-0.1111111111111111,2.6666666666666665
27,Real Madrid,Granada,H,5.333333333333333,5.0,8.333333333333334,3.0,0.6666666666666666,0.3333333333333333,2.039087947882736,0.8094588449295134,2.0554797635288766,0.6775244299674267,1,0.6666666666666666,0.1111111111111111,1.6666666666666667
28,Vallecano,Sevilla,D,9.333333333333334,3.0,9.333333333333334,4.666666666666667,1.0,1.0,0.7166123778501627,1.0914051841746246,0.7639836289222373,1.0879478827361564,0,-0.5555555555555557,0.0,2.777777777777778
29,Getafe,Barcelona,A,13.333333333333334,5.666666666666667,8.666666666666666,6.0,1.3333333333333333,2.6666666666666665,0.5472312703583061,0.8094588449295134,0.5820827648931332,0.996742671009772,-1,-0.11111111111111101,-0.4444444444444444,3.555555555555556
30,Malaga,Levante,H,12.333333333333334,10.666666666666666,11.666666666666666,5.333333333333333,1.0,1.3333333333333333,0.9185667752442996,0.882219190541155,0.7276034561164164,0.8794788273615635,1,1.7777777777777777,-0.11111111111111109,3.6666666666666665
31,Sevilla,Real Madrid,H,13.666666666666666,6.333333333333333,7.666666666666667,7.0,1.0,1.6666666666666667,1.244299674267101,0.8367439745338789,1.1095952705775352,1.029315960912052,1,-0.22222222222222232,-0.22222222222222224,4.0
32,Valencia,Celta,H,16.0,6.333333333333333,12.666666666666666,6.333333333333333,1.3333333333333333,1.0,1.1400651465798046,1.009549795361528,1.0368349249658935,0.8990228013029316,1,0.0,0.11111111111111109,5.0
33,Ath Madrid,Vallecano,H,4.333333333333333,4.333333333333333,15.333333333333334,4.666666666666667,1.6666666666666667,1.0,1.3224755700325734,0.4820372896771259,1.236925875397908,0.501628664495114,1,-0.11111111111111131,0.22222222222222224,1.111111111111111
34,Espanol,Ath Bilbao,D,12.666666666666666,6.0,14.666666666666666,10.0,1.3333333333333333,1.6666666666666667,0.7882736156351792,1.10050022737608,0.882219190541155,1.0162866449511399,0,-1.3333333333333333,-0.11111111111111116,3.6666666666666665
35,Granada,La Coruna,D,15.666666666666666,5.0,12.333333333333334,4.333333333333333,0.3333333333333333,2.0,0.6123778501628664,1.10050022737608,0.7185084129149613,1.3159609120521172,0,0.22222222222222232,-0.5555555555555556,4.555555555555555
36,Osasuna,Mallorca,D,12.333333333333334,4.333333333333333,13.666666666666666,9.0,0.3333333333333333,1.3333333333333333,0.37785016286644946,0.709413369713506,0.4274670304683947,0.8013029315960912,0,-1.5555555555555556,-0.3333333333333333,3.6666666666666665
37,Sociedad,Zaragoza,H,15.666666666666666,7.333333333333333,9.0,6.333333333333333,1.0,0.6666666666666666,1.042345276872964,0.9640745793542518,1.0732150977717143,0.9641693811074917,1,0.3333333333333333,0.11111111111111112,5.0
38,Valladolid,Betis,A,12.0,6.666666666666667,12.0,5.666666666666667,1.0,2.0,0.31921824104234525,0.39108685766257384,0.34561164165529784,0.4885993485342019,-1,0.3333333333333333,-0.3333333333333333,3.3333333333333335
39,Barcelona,Granada,H,9.0,3.3333333333333335,15.0,6.333333333333333,2.3333333333333335,0.6666666666666666,2.0716612377850163,0.6366530241018644,2.100954979536153,0.5732899022801302,1,-0.9999999999999999,0.5555555555555557,2.777777777777778
40,Betis,Espanol,H,15.333333333333334,7.333333333333333,12.333333333333334,4.666666666666667,2.3333333333333335,2.0,0.5602605863192182,0.8731241473396998,0.7276034561164164,0.9902280130293158,1,0.8888888888888887,0.11111111111111116,4.444444444444445
41,Celta,Getafe,H,12.333333333333334,6.333333333333333,13.0,3.3333333333333335,1.3333333333333333,1.3333333333333333,0.8664495114006514,1.10050022737608,0.9276944065484309,1.009771986970684,1,0.9999999999999999,0.0,3.6666666666666665
42,Zaragoza,Osasuna,H,9.0,6.0,11.333333333333334,7.333333333333333,0.6666666666666666,0.6666666666666666,0.14983713355048858,0.24556616643929055,0.12733060482037287,0.2280130293159609,1,-0.44444444444444436,0.0,2.777777777777778
43,Ath Bilbao,Malaga,D,15.333333333333334,7.333333333333333,8.333333333333334,9.333333333333334,1.6666666666666667,1.6666666666666667,1.0618892508143323,0.9095043201455206,0.9004092769440655,0.8469055374592833,0,-0.666666666666667,0.0,4.555555555555556
44,Ath Madrid,Valladolid,H,10.0,6.0,11.0,7.0,3.0,0.6666666666666666,1.3224755700325734,0.4820372896771259,1.236925875397908,0.501628664495114,1,-0.3333333333333333,0.7777777777777778,3.111111111111111
45,Levante,Sociedad,H,12.0,5.666666666666667,13.666666666666666,5.333333333333333,1.3333333333333333,1.3333333333333333,0.5667752442996742,0.8913142337426102,0.5366075488858572,0.9055374592833876,1,0.11111111111111131,0.0,3.5555555555555554
46,Mallorca,Valencia,H,16.0,11.333333333333334,13.0,5.0,1.0,1.6666666666666667,0.16938110749185667,0.27285129604365616,0.1546157344247385,0.27361563517915305,1,2.111111111111111,-0.22222222222222224,4.777777777777778
47,La Coruna,Sevilla,A,13.0,5.0,16.333333333333332,4.666666666666667,1.6666666666666667,0.6666666666666666,0.6123778501628664,1.0277398817644383,0.66393815370623,0.9055374592833876,-1,0.11111111111111101,0.3333333333333333,4.111111111111112
48,Vallecano,Real Madrid,A,14.666666666666666,5.333333333333333,9.333333333333334,4.0,1.6666666666666667,1.3333333333333333,0.7166123778501627,1.0914051841746246,0.7639836289222373,1.0879478827361564,-1,0.44444444444444436,0.11111111111111116,4.444444444444444
49,Betis,Ath Madrid,A,13.333333333333334,6.0,9.333333333333334,7.0,1.0,3.3333333333333335,0.5602605863192182,0.8731241473396998,0.7276034561164164,0.9902280130293158,-1,-0.3333333333333333,-0.7777777777777778,3.3333333333333335
50,Malaga,Betis,H,8.333333333333334,7.0,14.0,5.0,1.3333333333333333,1.3333333333333333,0.9185667752442996,0.882219190541155,0.7276034561164164,0.8794788273615635,1,0.6666666666666666,0.0,2.3333333333333335
51,Sevilla,Barcelona,A,15.0,5.666666666666667,5.333333333333333,6.666666666666667,1.0,2.3333333333333335,1.244299674267101,0.8367439745338789,1.1095952705775352,1.029315960912052,-1,-0.3333333333333333,-0.4444444444444445,4.222222222222222
52,Sociedad,Ath Bilbao,H,14.333333333333334,4.333333333333333,11.666666666666666,6.333333333333333,1.0,1.6666666666666667,1.042345276872964,0.9640745793542518,1.0732150977717143,0.9641693811074917,1,-0.6666666666666666,-0.22222222222222224,4.222222222222222
53,Valencia,Zaragoza,H,10.666666666666666,4.333333333333333,9.666666666666666,4.666666666666667,0.6666666666666666,1.0,1.1400651465798046,1.009549795361528,1.0368349249658935,0.8990228013029316,1,-0.11111111111111131,-0.11111111111111112,3.222222222222222
54,Espanol,Ath Madrid,A,14.0,5.333333333333333,9.0,4.666666666666667,1.6666666666666667,3.3333333333333335,0.7882736156351792,1.10050022737608,0.882219190541155,1.0162866449511399,-1,0.22222222222222202,-0.5555555555555556,3.5555555555555554
55,Granada,Celta,H,18.666666666666668,9.0,9.333333333333334,5.333333333333333,0.3333333333333333,1.6666666666666667,0.6123778501628664,1.10050022737608,0.7185084129149613,1.3159609120521172,1,1.2222222222222223,-0.4444444444444445,5.666666666666667
56,Osasuna,Levante,H,9.666666666666666,6.333333333333333,12.666666666666666,4.666666666666667,0.6666666666666666,2.0,0.37785016286644946,0.709413369713506,0.4274670304683947,0.8013029315960912,1,0.5555555555555554,-0.4444444444444445,2.5555555555555554
57,Real Madrid,La Coruna,H,10.0,4.666666666666667,13.0,7.333333333333333,1.6666666666666667,0.6666666666666666,2.039087947882736,0.8094588449295134,2.0554797635288766,0.6775244299674267,1,-0.8888888888888887,0.3333333333333333,3.111111111111111
58,Valladolid,Vallecano,H,13.0,6.666666666666667,15.333333333333334,5.0,0.3333333333333333,1.0,0.31921824104234525,0.39108685766257384,0.34561164165529784,0.4885993485342019,1,0.5555555555555557,-0.22222222222222224,4.0
59,Getafe,Mallorca,H,13.0,3.6666666666666665,19.0,6.666666666666667,1.0,1.3333333333333333,0.5472312703583061,0.8094588449295134,0.5820827648931332,0.996742671009772,1,-1.0000000000000002,-0.11111111111111109,3.888888888888889
60,Celta,Sevilla,H,9.333333333333334,5.0,15.666666666666666,4.666666666666667,1.3333333333333333,1.6666666666666667,0.8664495114006514,1.10050022737608,0.9276944065484309,1.009771986970684,1,0.11111111111111101,-0.11111111111111116,2.555555555555556
61,Betis,Sociedad,H,17.666666666666668,5.333333333333333,11.666666666666666,6.333333333333333,1.0,1.6666666666666667,0.5602605863192182,0.8731241473396998,0.7276034561164164,0.9902280130293158,1,-0.3333333333333333,-0.22222222222222224,5.333333333333333
62,Valladolid,Espanol,D,12.0,5.333333333333333,15.333333333333334,3.6666666666666665,2.3333333333333335,1.0,0.31921824104234525,0.39108685766257384,0.34561164165529784,0.4885993485342019,0,0.5555555555555555,0.4444444444444445,3.6666666666666665
63,Vallecano,La Coruna,H,14.0,5.0,16.333333333333332,9.333333333333334,1.3333333333333333,0.6666666666666666,0.7166123778501627,1.0914051841746246,0.7639836289222373,1.0879478827361564,1,-1.4444444444444446,0.2222222222222222,4.444444444444445
64,Zaragoza,Getafe,A,10.333333333333334,2.3333333333333335,13.666666666666666,5.666666666666667,1.0,1.0,0.14983713355048858,0.24556616643929055,0.12733060482037287,0.2280130293159609,-1,-1.1111111111111112,0.0,3.111111111111111
65,Ath Bilbao,Osasuna,H,15.333333333333334,7.333333333333333,8.333333333333334,6.666666666666667,1.0,2.0,1.0618892508143323,0.9095043201455206,0.9004092769440655,0.8469055374592833,1,0.22222222222222202,-0.3333333333333333,4.444444444444445
66,Ath Madrid,Malaga,H,6.333333333333333,3.3333333333333335,6.0,5.666666666666667,2.3333333333333335,2.3333333333333335,1.3224755700325734,0.4820372896771259,1.236925875397908,0.501628664495114,1,-0.7777777777777778,0.0,1.3333333333333333
67,Barcelona,Real Madrid,D,6.666666666666667,5.666666666666667,9.333333333333334,6.666666666666667,3.0,2.3333333333333335,2.0716612377850163,0.6366530241018644,2.100954979536153,0.5732899022801302,0,-0.3333333333333333,0.22222222222222218,1.4444444444444446
68,Levante,Valencia,H,15.0,4.333333333333333,12.666666666666666,3.6666666666666665,1.0,1.3333333333333333,0.5667752442996742,0.8913142337426102,0.5366075488858572,0.9055374592833876,1,0.22222222222222218,-0.11111111111111109,4.555555555555555
69,Mallorca,Granada,A,24.333333333333332,8.666666666666666,17.666666666666668,8.0,1.0,1.0,0.16938110749185667,0.27285129604365616,0.1546157344247385,0.27361563517915305,-1,0.22222222222222202,0.0,7.777777777777778
70,La Coruna,Barcelona,A,16.666666666666668,8.666666666666666,8.0,7.666666666666667,0.6666666666666666,2.3333333333333335,0.6123778501628664,1.0277398817644383,0.66393815370623,0.9055374592833876,-1,0.33333333333333304,-0.5555555555555557,4.777777777777778
71,Malaga,Valladolid,H,7.333333333333333,8.0,14.0,6.333333333333333,1.6666666666666667,2.6666666666666665,0.9185667752442996,0.882219190541155,0.7276034561164164,0.8794788273615635,1,0.5555555555555557,-0.33333333333333326,1.5555555555555554
72,Real Madrid,Celta,H,9.333333333333334,8.0,8.0,3.3333333333333335,3.0,1.6666666666666667,2.039087947882736,0.8094588449295134,2.0554797635288766,0.6775244299674267,1,1.5555555555555554,0.4444444444444444,2.555555555555556
73,Valencia,Ath Bilbao,H,12.666666666666666,3.0,15.666666666666666,10.0,0.6666666666666666,0.3333333333333333,1.1400651465798046,1.009549795361528,1.0368349249658935,0.8990228013029316,1,-2.3333333333333335,0.1111111111111111,4.111111111111111
74,Espanol,Vallecano,H,14.0,5.333333333333333,13.333333333333334,5.0,0.3333333333333333,1.0,0.7882736156351792,1.10050022737608,0.882219190541155,1.0162866449511399,1,0.11111111111111101,-0.22222222222222224,4.333333333333333
75,Getafe,Levante,A,12.666666666666666,8.0,15.0,5.0,1.0,1.0,0.5472312703583061,0.8094588449295134,0.5820827648931332,0.996742671009772,-1,1.0,0.0,3.888888888888889
76,Granada,Zaragoza,A,18.0,7.666666666666667,13.666666666666666,4.0,1.3333333333333333,1.0,0.6123778501628664,1.10050022737608,0.7185084129149613,1.3159609120521172,-1,1.2222222222222223,0.11111111111111109,5.666666666666667
77,Osasuna,Betis,D,12.0,5.666666666666667,19.666666666666668,5.0,1.6666666666666667,1.3333333333333333,0.37785016286644946,0.709413369713506,0.4274670304683947,0.8013029315960912,0,0.22222222222222232,0.11111111111111116,3.5555555555555554
78,Sociedad,Ath Madrid,A,11.666666666666666,7.333333333333333,7.666666666666667,5.0,1.0,2.3333333333333335,1.042345276872964,0.9640745793542518,1.0732150977717143,0.9641693811074917,-1,0.7777777777777777,-0.4444444444444445,3.1111111111111107
79,Sevilla,Mallorca,H,13.333333333333334,4.666666666666667,21.0,6.0,1.3333333333333333,1.0,1.244299674267101,0.8367439745338789,1.1095952705775352,1.029315960912052,1,-0.44444444444444436,0.11111111111111109,4.111111111111112
80,Betis,Valencia,H,16.333333333333332,5.333333333333333,13.0,6.666666666666667,0.6666666666666666,1.6666666666666667,0.5602605863192182,0.8731241473396998,0.7276034561164164,0.9902280130293158,1,-0.44444444444444464,-0.3333333333333333,4.888888888888888
81,Celta,La Coruna,D,14.0,5.666666666666667,15.666666666666666,7.333333333333333,1.0,2.0,0.8664495114006514,1.10050022737608,0.9276944065484309,1.009771986970684,0,-0.5555555555555554,-0.3333333333333333,4.0
82,Espanol,Malaga,D,13.666666666666666,5.0,8.0,8.333333333333334,1.3333333333333333,2.3333333333333335,0.7882736156351792,1.10050022737608,0.882219190541155,1.0162866449511399,0,-1.1111111111111114,-0.3333333333333334,3.7777777777777772
83,Vallecano,Barcelona,A,12.333333333333334,5.333333333333333,10.333333333333334,4.666666666666667,1.6666666666666667,3.3333333333333335,0.7166123778501627,1.0914051841746246,0.7639836289222373,1.0879478827361564,-1,0.22222222222222202,-0.5555555555555556,3.0
84,Ath Bilbao,Getafe,A,20.666666666666668,11.333333333333334,10.333333333333334,11.0,1.0,0.6666666666666666,1.0618892508143323,0.9095043201455206,0.9004092769440655,0.8469055374592833,-1,0.11111111111111131,0.11111111111111112,6.666666666666667
85,Ath Madrid,Osasuna,H,10.666666666666666,7.333333333333333,11.0,6.666666666666667,1.3333333333333333,1.3333333333333333,1.3224755700325734,0.4820372896771259,1.236925875397908,0.501628664495114,1,0.22222222222222202,0.0,3.1111111111111107
86,Levante,Granada,H,15.333333333333334,8.0,16.0,5.333333333333333,0.6666666666666666,1.6666666666666667,0.5667752442996742,0.8913142337426102,0.5366075488858572,0.9055374592833876,1,0.888888888888889,-0.3333333333333333,4.555555555555556
87,Mallorca,Real Madrid,A,19.333333333333332,11.0,7.333333333333333,10.0,1.0,3.0,0.16938110749185667,0.27285129604365616,0.1546157344247385,0.27361563517915305,-1,0.3333333333333333,-0.6666666666666666,5.444444444444444
88,Zaragoza,Sevilla,H,12.0,6.0,9.666666666666666,6.666666666666667,0.6666666666666666,1.6666666666666667,0.14983713355048858,0.24556616643929055,0.12733060482037287,0.2280130293159609,1,-0.22222222222222232,-0.3333333333333333,3.4444444444444446
89,Valladolid,Sociedad,D,14.333333333333334,7.0,10.333333333333334,9.333333333333334,2.6666666666666665,0.6666666666666666,0.31921824104234525,0.39108685766257384,0.34561164165529784,0.4885993485342019,0,-0.777777777777778,0.6666666666666666,4.555555555555556
90,Barcelona,Celta,H,13.666666666666666,6.333333333333333,15.666666666666666,6.0,4.0,1.0,2.0716612377850163,0.6366530241018644,2.100954979536153,0.5732899022801302,1,0.11111111111111101,1.0,4.222222222222222
91,Malaga,Vallecano,A,10.666666666666666,8.333333333333334,12.666666666666666,6.0,1.0,1.3333333333333333,0.9185667752442996,0.882219190541155,0.7276034561164164,0.8794788273615635,-1,0.777777777777778,-0.11111111111111109,3.1111111111111107
92,Real Madrid,Zaragoza,H,7.333333333333333,8.666666666666666,10.666666666666666,6.666666666666667,3.0,1.3333333333333333,2.039087947882736,0.8094588449295134,2.0554797635288766,0.6775244299674267,1,0.6666666666666664,0.5555555555555556,2.0
93,Valencia,Ath Madrid,H,10.666666666666666,8.333333333333334,10.333333333333334,9.0,1.0,2.0,1.1400651465798046,1.009549795361528,1.0368349249658935,0.8990228013029316,1,-0.22222222222222202,-0.3333333333333333,2.888888888888889
94,Granada,Ath Bilbao,A,13.333333333333334,5.333333333333333,19.333333333333332,10.0,1.3333333333333333,1.3333333333333333,0.6123778501628664,1.10050022737608,0.7185084129149613,1.3159609120521172,-1,-1.5555555555555556,0.0,4.0
95,La Coruna,Mallorca,H,12.0,4.666666666666667,16.0,9.666666666666666,2.0,1.0,0.6123778501628664,1.0277398817644383,0.66393815370623,0.9055374592833876,1,-1.6666666666666663,0.3333333333333333,3.6666666666666665
96,Osasuna,Valladolid,A,14.666666666666666,7.0,14.333333333333334,7.0,0.3333333333333333,1.3333333333333333,0.37785016286644946,0.709413369713506,0.4274670304683947,0.8013029315960912,-1,0.0,-0.3333333333333333,4.444444444444444
97,Sevilla,Levante,D,8.333333333333334,7.666666666666667,13.333333333333334,7.333333333333333,1.3333333333333333,1.6666666666666667,1.244299674267101,0.8367439745338789,1.1095952705775352,1.029315960912052,0,0.11111111111111131,-0.11111111111111116,2.2222222222222223
98,Sociedad,Espanol,A,12.0,7.0,13.0,6.666666666666667,0.6666666666666666,1.3333333333333333,1.042345276872964,0.9640745793542518,1.0732150977717143,0.9641693811074917,-1,0.11111111111111101,-0.2222222222222222,3.5555555555555554
99,Getafe,Betis,A,13.333333333333334,9.666666666666666,12.666666666666666,6.0,1.0,1.0,0.5472312703583061,0.8094588449295134,0.5820827648931332,0.996742671009772,-1,1.222222222222222,0.0,4.111111111111112
100,Betis,Granada,A,13.0,7.666666666666667,13.333333333333334,5.333333333333333,1.6666666666666667,1.0,0.5602605863192182,0.8731241473396998,0.7276034561164164,0.9902280130293158,-1,0.777777777777778,0.22222222222222224,4.0
101,Espanol,Osasuna,A,14.333333333333334,7.666666666666667,10.333333333333334,7.0,1.3333333333333333,0.3333333333333333,0.7882736156351792,1.10050022737608,0.882219190541155,1.0162866449511399,-1,0.22222222222222232,0.3333333333333333,4.666666666666667
102,Malaga,Sociedad,A,11.0,6.666666666666667,10.666666666666666,8.666666666666666,1.0,0.6666666666666666,0.9185667752442996,0.882219190541155,0.7276034561164164,0.8794788273615635,-1,-0.6666666666666664,0.11111111111111112,3.4444444444444446
103,Vallecano,Celta,H,13.0,6.333333333333333,16.333333333333332,6.333333333333333,1.3333333333333333,0.6666666666666666,0.7166123778501627,1.0914051841746246,0.7639836289222373,1.0879478827361564,1,0.0,0.2222222222222222,4.111111111111112
104,Zaragoza,La Coruna,H,11.666666666666666,5.666666666666667,13.666666666666666,4.333333333333333,1.3333333333333333,2.0,0.14983713355048858,0.24556616643929055,0.12733060482037287,0.2280130293159609,1,0.44444444444444464,-0.22222222222222224,3.222222222222222
105,Ath Bilbao,Sevilla,H,22.0,8.333333333333334,5.666666666666667,10.0,1.6666666666666667,1.3333333333333333,1.0618892508143323,0.9095043201455206,0.9004092769440655,0.8469055374592833,1,-0.5555555555555554,0.11111111111111116,6.888888888888889
106,Ath Madrid,Getafe,H,9.666666666666666,5.666666666666667,11.666666666666666,10.666666666666666,1.3333333333333333,1.3333333333333333,1.3224755700325734,0.4820372896771259,1.236925875397908,0.501628664495114,1,-1.6666666666666663,0.0,2.7777777777777772
107,Levante,Real Madrid,A,16.0,8.666666666666666,8.333333333333334,8.0,1.3333333333333333,3.6666666666666665,0.5667752442996742,0.8913142337426102,0.5366075488858572,0.9055374592833876,-1,0.22222222222222202,-0.7777777777777777,4.111111111111112
108,Mallorca,Barcelona,A,17.0,9.0,14.0,5.333333333333333,0.6666666666666666,4.333333333333333,0.16938110749185667,0.27285129604365616,0.1546157344247385,0.27361563517915305,-1,1.2222222222222223,-1.222222222222222,4.222222222222222
109,Valladolid,Valencia,D,15.333333333333334,8.0,10.0,6.666666666666667,1.3333333333333333,1.6666666666666667,0.31921824104234525,0.39108685766257384,0.34561164165529784,0.4885993485342019,0,0.44444444444444436,-0.11111111111111116,4.555555555555556
110,Barcelona,Zaragoza,H,11.333333333333334,5.666666666666667,13.666666666666666,5.666666666666667,4.0,2.3333333333333335,2.0716612377850163,0.6366530241018644,2.100954979536153,0.5732899022801302,1,0.0,0.5555555555555555,3.0
111,Osasuna,Malaga,D,14.0,9.0,10.0,6.666666666666667,1.3333333333333333,0.6666666666666666,0.37785016286644946,0.709413369713506,0.4274670304683947,0.8013029315960912,0,0.7777777777777777,0.2222222222222222,4.444444444444445
112,Real Madrid,Ath Bilbao,H,9.666666666666666,5.0,18.333333333333332,5.333333333333333,3.6666666666666665,1.6666666666666667,2.039087947882736,0.8094588449295134,2.0554797635288766,0.6775244299674267,1,-0.11111111111111101,0.6666666666666666,2.6666666666666665
113,Valencia,Espanol,H,10.666666666666666,3.6666666666666665,13.666666666666666,9.0,1.0,0.3333333333333333,1.1400651465798046,1.009549795361528,1.0368349249658935,0.8990228013029316,1,-1.777777777777778,0.22222222222222224,3.444444444444444
114,Celta,Mallorca,D,18.0,5.666666666666667,13.666666666666666,6.0,1.3333333333333333,0.6666666666666666,0.8664495114006514,1.10050022737608,0.9276944065484309,1.009771986970684,0,-0.11111111111111101,0.2222222222222222,5.777777777777778
115,Getafe,Valladolid,H,14.0,8.666666666666666,15.333333333333334,6.0,1.3333333333333333,1.3333333333333333,0.5472312703583061,0.8094588449295134,0.5820827648931332,0.996742671009772,1,0.8888888888888887,0.0,4.222222222222222
116,Granada,Ath Madrid,A,13.333333333333334,5.0,7.666666666666667,4.666666666666667,1.3333333333333333,1.6666666666666667,0.6123778501628664,1.10050022737608,0.7185084129149613,1.3159609120521172,-1,0.11111111111111101,-0.11111111111111116,3.8888888888888893
117,La Coruna,Levante,A,18.0,5.0,16.333333333333332,5.0,1.6666666666666667,1.3333333333333333,0.6123778501628664,1.0277398817644383,0.66393815370623,0.9055374592833876,-1,0.0,0.11111111111111116,5.555555555555556
